scene_key,label,collision_timestep,source_file,adv_idx
scene-0251_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0260_ego_0_ctrl_[13]_0,1,17,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,13
scene-0263_ego_0_ctrl_[8]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,8
scene-0272_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,3
scene-0276_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0284_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0288_ego_0_ctrl_[9]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,9
scene-0295_ego_0_ctrl_[12]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,12
scene-0297_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,1
scene-0298_ego_0_ctrl_[8]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,8
scene-0299_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,1
scene-0300_ego_0_ctrl_[8]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,8
scene-0318_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,1
scene-0323_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0349_ego_0_ctrl_[2]_0,1,26,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0352_ego_0_ctrl_[5]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,5
scene-0366_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,3
scene-0369_ego_0_ctrl_[8]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,8
scene-0372_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,3
scene-0388_ego_0_ctrl_[9]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,9
scene-0389_ego_0_ctrl_[11]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,11
scene-0391_ego_0_ctrl_[1]_0,1,25,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,1
scene-0392_ego_0_ctrl_[6]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,6
scene-0394_ego_0_ctrl_[5]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,5
scene-0396_ego_0_ctrl_[8]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,8
scene-0397_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0399_ego_0_ctrl_[15]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,15
scene-0400_ego_0_ctrl_[14]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,14
scene-0401_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,4
scene-0405_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,3
scene-0408_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0413_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,1
scene-0422_ego_0_ctrl_[2]_0,1,34,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0424_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,1
scene-0425_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,1
scene-0426_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0427_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,4
scene-0430_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0444_ego_0_ctrl_[13]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,13
scene-0445_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0447_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,1
scene-0453_ego_0_ctrl_[5]_0,1,78,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,5
scene-0458_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,4
scene-0476_ego_0_ctrl_[10]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,10
scene-0477_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0479_ego_0_ctrl_[9]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,9
scene-0480_ego_0_ctrl_[12]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,12
scene-0506_ego_0_ctrl_[24]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,24
scene-0507_ego_0_ctrl_[7]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,7
scene-0508_ego_0_ctrl_[9]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,9
scene-0509_ego_0_ctrl_[6]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,6
scene-0511_ego_0_ctrl_[11]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,11
scene-0518_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0521_ego_0_ctrl_[15]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,15
scene-0522_ego_0_ctrl_[25]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,25
scene-0525_ego_0_ctrl_[17]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,17
scene-0528_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0531_ego_0_ctrl_[14]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,14
scene-0532_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,3
scene-0533_ego_0_ctrl_[16]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,16
scene-0534_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0537_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,4
scene-0538_ego_0_ctrl_[15]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,15
scene-0539_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0543_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,4
scene-0544_ego_0_ctrl_[16]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,16
scene-0557_ego_0_ctrl_[5]_0,1,27,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,5
scene-0570_ego_0_ctrl_[12]_0,1,28,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,12
scene-0571_ego_0_ctrl_[6]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,6
scene-0573_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,3
scene-0577_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,3
scene-0583_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,4
scene-0588_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,4
scene-0597_ego_0_ctrl_[10]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,10
scene-0599_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case1_StrivePolicy_trajdata/data.hdf5,4
